R,G,B,SKIN,
-0.00244137,-0.158611,-0.0331769,1
-0.0162227,-0.175294,-0.0492397,1
-0.030004,-0.191977,-0.0653026,1
-0.0575666,-0.225343,-0.0974282,1
-0.0575666,-0.225343,-0.0974282,1
-0.0713479,-0.242026,-0.113491,1
-0.0575666,-0.225343,-0.0974282,1
-0.0575666,-0.225343,-0.0974282,1
0.0251213,-0.125245,-0.00105125,1
0.0251213,-0.125245,-0.00105125,1
0.0389026,-0.108562,0.0150116,1
0.0389026,-0.108562,0.0150116,1
0.0389026,-0.108562,0.0150116,1
0.0526839,-0.091879,0.0310744,1
0.0251213,-0.125245,-0.00105125,1
0.0389026,-0.108562,0.0150116,1
0.0389026,-0.108562,0.0150116,1
0.0251213,-0.125245,-0.00105125,1
0.0113399,-0.141928,-0.0171141,1
0.0251213,-0.125245,-0.00105125,1
0.0664652,-0.075196,0.0471372,1
0.107809,-0.0251468,0.0953257,1
0.107809,-0.0251468,0.0953257,1
0.12159,-0.00846376,0.111389,1
0.12159,-0.00846376,0.111389,1
0.107809,-0.0251468,0.0953257,1
0.0664652,-0.075196,0.0471372,1
0.0389026,-0.108562,0.0150116,1
0.0389026,-0.108562,0.0150116,1
0.0526839,-0.091879,0.0310744,1
0.0389026,-0.108562,0.0150116,1
0.0526839,-0.091879,0.0310744,1
0.0802465,-0.0585129,0.0632001,1
0.0940278,-0.0418299,0.0792629,1
0.107809,-0.0251468,0.0953257,1
0.0940278,-0.0418299,0.0792629,1
0.0802465,-0.0585129,0.0632001,1
0.0802465,-0.0585129,0.0632001,1
0.12159,-0.00846376,0.111389,1
0.0802465,-0.0585129,0.0632001,1
0.0526839,-0.091879,0.0310744,1
0.0526839,-0.091879,0.0310744,1
0.0940278,-0.0418299,0.0792629,1
0.107809,-0.0251468,0.0953257,1
0.0940278,-0.0418299,0.0792629,1
0.0664652,-0.075196,0.0471372,1
0.0802465,-0.0585129,0.0632001,1
0.0940278,-0.0418299,0.0792629,1
0.107809,-0.0251468,0.0953257,1
0.12159,-0.00846376,0.111389,1
0.12159,-0.00846376,0.111389,1
0.12159,-0.00846376,0.111389,1
0.12159,-0.00846376,0.111389,1
0.107809,-0.0251468,0.0953257,1
0.162934,0.0415854,0.159577,1
